Index,Country,Exchange,Ticker,Name,Market Cap ($MM)
643,US,NYSE,SPTL,SSgA Active Trust - SPDR Portfolio Long Term Treasury ETF,
644,US,NYSE,SPSB,SSgA Active Trust - SPDR Portfolio Short Term Corporate Bond ETF,
645,US,NYSE,SPTS,SSgA Active Trust - SPDR Portfolio Short Term Treasury ETF,
646,US,NASDAQ,SASR,Sandy Spring Bancorp,"1,006.11"
647,PL,WSE,SPL,Santander Bank Polska SA,
648,GB,,SANUK,Santander UK Group Holdings PLC,
649,GB,LSE,BB08,Santander UK plc,
650,US,NASDAQ,SBCF,Seacoast Banking Corp. Of Florida,"1,883.30"
651,US,OTC,SFDL,Security Federal Corp,80.52
652,US,NASDAQ,SLCT,Select Bancorp Inc,
653,US,NYSE,SFBS,ServisFirst Bancshares Inc,"2,239.14"
654,US,NASDAQ,SVBI,Severn Bancorp Inc,
655,US,OTC,SVRH,Sevier County Bancshares Inc,
656,KR,KRX,055550,Shinhan Financial Group Co Ltd,
657,KR,,SHINFN,Shinhan Financial Group Co Ltd,
658,US,NYSE,SHG,Shinhan Financial Group Co. Ltd. - ADR,
659,US,NASDAQ,SHBI,Shore Bancshares Inc.,229.43
660,US,NASDAQ,BSRR,Sierra Bancorp,252.36
661,US,OTCM,SICP,Silvergate Capital Corp - Class A,17.41
662,US,NYSE,SI,Silvergate Capital Corp - Class A,
663,US,NASDAQ,SFNC,Simmons First National Corp. - Class A,"2,188.76"
664,US,OTC,PKKW,Skyline Bankshares Inc,55.79
665,US,NASDAQ,SMBK,SmartFinancial Inc,364.74
666,US,OTC,SLRK,Solera National Bancorp Inc,
667,US,NASDAQ,SPFI,South Plains Financial Inc,391.26
668,US,NASDAQ,SSB,SouthState Corporation,"5,163.00"
669,US,OTC,SBNCN,Southern Bancshares Inc. - PFS PERPETUAL USD - Class C 0%,
670,US,OTC,BCAL,Southern Calif Bancorp,256.80
671,US,NASDAQ,SFST,Southern First Bancshares Inc,200.56
672,US,OTC,SOMC,Southern Michigan Bancorp Inc.,
673,US,NASDAQ,SSBK,Southern States Bancshares Inc,184.64
674,US,NASDAQ,SBSI,Southside Bancshares Inc,792.91
675,US,AMEX,SGB,Southwest Georgia Financial Corp.,
676,US,NASDAQ,STXB,Spirit of Texas Bancshares Inc,
677,US,NYSE,STT,State Street Corp.,"24,705.07"
678,US,NYSE,STT.PRD,State Street Corp.,
679,US,NYSE,STT.PRG,State Street Corp.,
680,US,NASDAQ,STEL,Stellar Bancorp Inc,"1,196.63"
681,US,NYSE,STL.PRA,Sterling Bancorp,
682,DE,DUS,ST4,Sterling Bancorp Inc,
683,US,NYSE,STL,Sterling Bancorp.,
684,US,NASDAQ,SYBT,Stock Yards Bancorp Inc,"1,311.91"
685,US,OTC,STBI,Sturgis Bancorp Inc,
686,JP,,SUMIBK,Sumitomo Mitsui Financial Group Inc,
687,JP,TYO,8316,Sumitomo Mitsui Financial Group Inc,"8,407,597.39"
688,US,NYSE,SMFG,Sumitomo Mitsui Financial Group Inc - ADR,
689,US,NASDAQ,SMMF,Summit Financial Group Inc,258.41
690,US,OTC,SRYB,Surrey Bancorp (NC),
691,US,NYSE,SNV,Synovus Financial Corp.,"4,510.64"
692,US,NYSE,SNV.PRE,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",
693,US,NYSE,SNV.PRD,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Li",
694,US,NASDAQ,TECTP,Tectonic Financial Inc. - FXDFR PRF PERPETUAL USD 10 - Ser B,
695,US,NASDAQ,TCBI,"Texas Capital Bancshares, Inc.","2,527.52"
696,US,AMEX,TMP,Tompkins Financial Corp,795.50
697,CA,TSX,TD,Toronto-Dominion Bank (The),"147,922.10"
698,CA,,TDBANK CP 0 11/20/19,Toronto-Dominion Bank (The),
699,US,OTC,TYFG,"Tri County Financial Group, Inc.",
700,US,NASDAQ,TCBK,Trico Bancshares,"1,095.78"
701,US,NASDAQ,TFIN,Triumph Financial Inc,"1,434.92"
702,US,NYSE,TFC,Truist Financial Corporation,"42,448.22"
703,US,NYSE,TFC.PRO,"Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share o",
704,US,NYSE,TFC.PRR,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of S",
705,US,NASDAQ,TRST,Trustco Bank Corp.,546.19
706,US,NASDAQ,TRMK,Trustmark Corp.,"1,311.15"
707,US,NYSE,USB.PRS,"U.S. Bancorp Depositary Shares Depositary Shares, each representing a 1/1,000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock",
708,US,NYSE,USB.PRP,"U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cum",
709,US,NYSE,USB.PRQ,"U.S. Bancorp Depositary Shares, Each Representing a 1/1, 000th Interest in a Share of Series L Non-",
710,US,NYSE,USB.PRR,"U.S. Bancorp Depositary Shares, Each Representing a 1/1, 000th Interest in a Share of Series M Non-",
711,US,NYSE,USB.PRA,"U.S. Bancorp, Fixed/Floating Dep Shares Non-Cumul Perp Preferred Stock, A",
712,US,NYSE,USB.PRH,"U.S. Bancorp, Float Rate Dep Shares Non-cumul Perp Preferred Stock, Series B",
713,US,NYSE,USB,U.S. Bancorp.,"51,414.16"
714,CH,,UBS14,UBS AG SUBORDINATED REGS 02/26 VAR,
715,CH,,UBG151,UBS Group AG,
716,CH,,0UBA,UBS Group AG,
717,CH,,UBS,UBS Group AG,
718,CH,SIX,UBSG,UBS Group AG,"51,752.31"
719,US,NASDAQ,UMBF,UMB Financial Corp.,"2,917.33"
720,US,NASDAQ,USCB,USCB Financial Holdings Inc - Class A,208.78
721,US,NASDAQ,UNB,"Union Bankshares, Inc.",101.46
722,US,NASDAQ,UBCP,"United Bancorp, Inc. (Martins Ferry, OH)",69.76
723,US,NASDAQ,UBOH,United Bancshares Inc. (OH),58.37
724,US,NASDAQ,UBSI,"United Bankshares, Inc.","3,818.20"
725,US,NASDAQ,UCBI,United Community Banks Inc,"2,907.66"
726,US,NASDAQ,UBFO,United Security Bancshares (CA),116.92
727,US,NASDAQ,UNTY,"Unity Bancorp, Inc.",239.49
728,US,OTC,UNIB,University Bancorp Inc. (MI),
729,US,NASDAQ,UVSP,Univest Financial Corp,522.96
730,US,OTC,UWHR,Uwharrie Capital Corp.,56.60
731,NL,,ANNGR,VONOVIA BV,
732,US,NASDAQ,VLY,Valley National Bancorp,"3,910.64"
733,DE,,VTWR,Vantage Towers AG,
734,US,NASDAQ,VBTX,Veritex Holdings Inc,975.58
735,US,NASDAQ,VBFC,Village Bank & Trust Financial Corporation,
736,US,NASDAQ,VABK,Virginia National Bankshares Corp,164.70
737,AU,,WSTP,WESTPAC BANKING CORP SR UNSECURED 02/20 7.25,
738,AU,,WSTPAC,WESTPAC BANKING CORP.,
739,US,NASDAQ,WSFS,WSFS Financial Corp.,"2,308.63"
740,US,NASDAQ,WAFD,Washington Federal Inc.,"1,753.36"
741,US,NASDAQ,WASH,"Washington Trust Bancorp, Inc.",451.52
742,US,NYSE,WBS,Webster Financial Corp.,"6,799.33"
743,US,NYSE,WBS.PRF,Webster Financial Corporation,
744,US,NYSE,WBS.PRG,"Webster Financial Corporation Depositary Shares, each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock",
745,US,NYSE,WFC,Wells Fargo & Co.,"160,520.12"
746,US,NYSE,WFC.PRQ,"Wells Fargo & Co., 5.85% Dep Shares Fixed/Float Non-Cumul Perp Pfd Stock Ser Q",
747,US,NYSE,WFC.PRR,"Wells Fargo & Co., 6.625% Dep Shares Fixed/Float Non-Cumul Perp Pfd Stock Ser R",
748,US,NYSE,WFC.PRL,"Wells Fargo & Co., 7.50% Non-Cumul Perp Conv Cl A Preferred Stock, Series L",
749,US,NYSE,WFC.PRY,Wells Fargo & Company,
750,US,NYSE,WFC.PRA,"Wells Fargo & Company Depositary Shares, each representing a 1/1, 000th interest in a share of Non-C",
751,US,NYSE,WFC.PRC,"Wells Fargo & Company Depositary Shares, each representing a 1/1, 000th interest in a share of Non-C",
752,US,NYSE,WFC.PRD,"Wells Fargo & Company Depositary Shares, each representing a 1/1, 000th interest in a share of Non-C",
753,US,NYSE,WFC.PRZ,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cu",
754,US,NASDAQ,WSBC,"Wesbanco, Inc.","1,523.23"
755,US,NASDAQ,WTBA,West Bancorporation,308.34
756,US,NASDAQ,WABC,Westamerica Bancorporation,"1,060.32"
757,US,OTC,WBBW,Westbury Bancorp Inc,
758,US,NYSE,WAL,Western Alliance Bancorp,"4,083.42"
759,US,NYSE,WAL.PRA,"Western Alliance Bancorporatio Depositary Shares, Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",
760,AU,ASX,WBC,Westpac Banking Corp,"73,051.75"
761,NZ,NZX,WBC,Westpac Banking Corporation,
762,US,OTC,WBHC,Wilson Bank Holding Co.,405.02
763,US,NASDAQ,WTFC,Wintrust Financial Corp.,"4,523.99"
764,KR,,WOORIB,Woori Bank,
765,US,NYSE,WF,Woori Financial Group Inc - ADR,
766,US,NASDAQ,ZION,Zions Bancorporation N.A,"4,290.48"
767,US,NYSE,ACP,abrdn Income Credit Strategies Fund,
